Question,Similarity Search Context,Answer,Bleu Score,Rouge Score
Em que situações o remédio de Campral é contraindicado?,"Não tome Campral se tem alergia ao acamprosato de cálcio ou a qualquer outro componente destemedicamento (indicados na secção 6); se está a amamentar; se sofre de problemas renais graves.Só os adultos devem tomar Campral. Este medicamento não é aconselhado a crianças eidosos.Advertências e precauçõesFale com o seu médico, farmacêutico ou enfermeiro antes de tomar Campral.Se sofre de problemas hepáticos graves.Campral não é usado para o tratamento dos sintomas agudos da fase de retirada doálcool.Na ausência de dados clínicos disponíveis, Campral não deve ser recomendado a doentescom idade inferior a 18 anos e superior a 65 anos.Devido à reconhecida e complexa inter-relação entre a dependência do álcool, depressão eideação suicida, recomenda-se que os doentes dependentes do álcool, incluindo os queestão a ser tratados com acamprosato, sejam acompanhados de perto quanto aosrespetivos sintomas.Outros medicamentos e CampralInforme o seu médico ou farmacêutico se estiver a","O remédio Campral é contraindicado em casos de alergia ao acamprosato de cálcio ou a qualquer outro componente do medicamento, em casos de amamentação e em casos de problemas renais graves. Também não é aconselhado para crianças, idosos e pacientes com problemas hepáticos graves. Além disso, não é indicado para o tratamento dos sintomas agudos da fase de retirada do álcool. É importante ressaltar que pacientes dependentes do álcool, incluindo aqueles em tratamento com acamprosato, devem ser acompanhados de perto quanto aos sintomas de depressão e ideação suicida, devido à complexa inter-relação entre a dependência do álcool e esses sintomas.",0.000425803318511719,0.21262458471760798
Do que Neotigason é composto?,"Não tome Neotigason se está grávida ou a amamentar se existir alguma possibilidade de engravidar, deve seguir as precauções em“Gravidez e programa de prevenção”, ver secção em “Advertências e precauções”. se tem alergia (hipersensibilidade) à acitretina ou a qualquer outro componente deNeotigason (indicados na secção 6 “Conteúdo da embalagem e outras informações”)ou se estiver a tomar outro medicamento retinóico, que incluem isotretinoína etazarotene;. se tem graves problemas de fígado; se tem graves problemas nos rins; se tem níveis muito elevados de gordura (lípidos) no seu sangue; se está a tomar medicamentos denominados de tetraciclinas (para tratar infeções)ou metotrexato (para problemas de pele, artrite ou cancro), ver secção “Outrosmedicamentos e Neotigason”; se está a tomar vitamina A, ver secção “Outros medicamentos e Neotigason”;Se pensa que alguma das situações se aplica a si, fale com o seu médico antes detomar Neotigason.Programa de prevenção da","Neotigason é composto por acitretina e outros componentes, que estão indicados na seção 6 ""Conteúdo da embalagem e outras informações"" do medicamento.",0.0007021030303874795,0.07308970099667773
Caso eu tenha histórico de doenças cardíacas posso tomar Norterol?,"ou terceiro grau sem pacemaker, bloqueio sino-auricular). Se sofre de uma frequência cardíaca baixa com sintomas. Se sofre de doença do nódulo sinusal. Se tem asma brônquica grave. Se sofre de perturbações graves da circulação sanguínea periférica (formas graves dadoença arterial oclusiva periférica e síndrome de Raynaud). Se tem uma doença não tratada das glândulas suprarrenais (feocromocitoma). Se tem excesso de acidez no sangue (acidose metabólica). Se tem insuficiência renal grave (depuração da creatinina <30 ml/min). Se tem insuficiência hepática grave. Se tem hipocaliemia (concentração baixa de potássio no sangue) refratária ou se temhiponatremia (concentração baixa de sódio no sangue) grave. Se tem hipercalcemia (concentração alta de cálcio no sangue). Se tem gota (depósitos de sais de ácido úrico nas articulações).Advertências e precauçõesFale com o seu médico ou farmacêutico antes de tomar Concor 10 Plus.Informe o seu médico se alguma das seguintes situações se aplicar a si:","Não é recomendado tomar Norterol se você tiver histórico de doenças cardíacas, como arritmias graves, bloqueio sino-auricular, frequência cardíaca baixa com sintomas, doença do nódulo sinusal ou perturbações graves da circulação sanguínea periférica. É importante consultar seu médico antes de tomar qualquer medicamento.",0.0002340362582041538,0.0502092050209205
Para que serve Octiset?,"de efeitos secundários.Se Octiset for utilizado em contacto com preparações tradicionais de lavagem elimpeza, a substância ativa dicloridrato de octenidina pode tornar-se ineficaz.Aplicar com cuidado em recém-nascidos, principalmente nos prematuros. Octisetpode causar graves lesões cutâneas. Remover o excesso de produto e garantir que asolução não permanece em contacto com a pele durante mais tempo do que énecessário (incluindo materiais com gotas de solução em contacto direto com odoente).Deve evitar-se a aplicação de Octiset nos olhos. Em caso de contacto com os olhos,lavar imediatamente com muita água.Crianças e adolescentesEstudos com Octiset realizados em lactentes e crianças com idade inferior a 12 anosconfirmaram a sua elevada eficácia, tolerabilidade e segurança. Em virtude dosdados fornecidos relativamente a crianças e adultos, o Octiset pode também serrecomendado para utilização em adolescentes.Outros medicamentos e OctisetInforme o seu médico ou farmacêutico se estiver a","Octiset serve para realizar a antissepsia da pele e mucosas, prevenindo infecções causadas por bactérias, fungos e vírus. É indicado para uso em recém-nascidos, crianças, adolescentes e adultos.",0.0014380661282131365,0.11464968152866242
Quais são os efeitos colaterais de Griponal?,"pode levar a colapso com perigode vida). Os indivíduos que manipulem rotineiramente as formulações em pó estãomais predispostos a desenvolver estas reações (ver secção 2).Se tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários nãoindicados neste folheto, fale com o seu médico ou farmacêutico.","Os efeitos colaterais de Griponal podem incluir colapso com perigo de vida. Além disso, pessoas que manipulam rotineiramente as formulações em pó estão mais predispostas a desenvolver essas reações. É importante consultar o médico ou farmacêutico caso ocorram quaisquer efeitos secundários, incluindo possíveis efeitos secundários não indicados no folheto.",0.000610296164782469,0.13150684931506848
Quais são os possíveis efeitos secundários ao tomar Otoceril?,"podem ser mais propensos a alguns dos efeitos mencionadosacima.Se tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários nãoindicados neste folheto, fale com o seu médico, farmacêutico ou enfermeiro.","Os possíveis efeitos secundários ao tomar Otoceril podem incluir alguns dos efeitos mencionados acima. Se você tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários não indicados neste folheto, é importante que você fale com o seu médico, farmacêutico ou enfermeiro.",0.002312374462432881,0.4
O que pode acontecer se eu exceder a dose de Cyteal,"Não utilize Cyteal: Se tem alergia à cloro-hexidina, hexamidina, clorocresol ou a qualquer outrocomponente deste medicamento (indicados na secção 6). Em caso contato com os olhos e ouvidos. Em caso de contato acidental da soluçãocom os olhos, lavar imediata e abundantemente com água. No canal auditivo externo se tem o tímpano perfurado, e em geral, no tecidonervoso ou meninges. Para desinfetar acessórios médicos e cirúrgicos. Para desinfeção de pele saudável (exemplo: antes de recolha de amostras oucirurgias).Advertências e precauçõesFale com o seu médico ou farmacêutico antes de utilizar Cyteal. Após a utilização deste produto, lave cuidadosamente com água abundante. Não utilize este medicamento, sem a opinião do médico, numa grande superfície depele, sob um penso oclusivo, em pele irritada (especialmente em pele queimada),membranas mucosas, na pele de bebés prematuros ou recém-nascidos devido aorisco de passagem para a circulação sanguínea. Foi notificada erupção","Se você exceder a dose de Cyteal, pode ocorrer irritação na pele, queimação, vermelhidão e coceira. É importante seguir a posologia recomendada pelo médico ou farmacêutico para evitar esses efeitos colaterais. Caso ocorra alguma reação adversa, é recomendado lavar abundantemente com água e procurar orientação médica.",0.0004968333319714713,0.09071274298056156
Como posso tomar o remédio de Modulanzime?,"Não tome Modulanzime se tem alergia (hipersensibilidade) a bromoprida, simeticone, pepsina A, amilase elipase ou a qualquer outro componente de Modulanzime. se a estimulação da motricidade gastro-intestinal apresentar perigo. se ocorrer hemorragia gastro-intestinal, obstrução mecânica ou perfuração digestiva. se tiver doença de Parkinson.Tome especial cuidado com ModulanzimeNão aplicável.Ao tomar Modulanzime com outros medicamentosInforme o seu médico ou farmacêutico se estiver a tomar ou tiver tomado recentementeoutros medicamentos, incluindo medicamentos obtidos sem receita médica.Modulanzime não apresenta incompatibilidade alimentar ou medicamentosa conhecida,exceto a associação a atropínicos que anulam o efeito sobre a motilidade digestiva.Gravidez e aleitamentoConsulte o seu médico ou farmacêutico antes de tomar qualquer medicamento.Como para todos os medicamentos, Modulanzime só deve ser administrado a grávidasquando estritamente necessário.Condução de veículos","A posologia recomendada para o medicamento Modulanzime é de 1 comprimido, 3 vezes ao dia, antes das refeições. É importante seguir as orientações do médico ou farmacêutico e não exceder a dose recomendada.",0.0011621296842377845,0.12935323383084577
Qual é a contraindicação ao tomar Maxilase?,"Não tome Maxilase Se tem alergia (hipersensibilidade) à substância activa, alfa-amilase, ou a qualquer outrocomponente de Maxilase.Tome especial cuidado com Maxilase Se é um doente com problemas hereditários raros de intolerância à frutose, malabsorçãoglucose-galactose ou insuficiência sucrase-isomaltase não devem tomar este medicamento. Quando da persistência ou aparecimento de novos sintomas (dores de garganta graves, dores decabeça, náuseas, vómitos) ou em caso de febre associada, deve reavaliar-se a estratégiaterapêutica.Este medicamento não deve ser utilizado durante longos períodos de tempo sem conselho médico.Tomar Maxilase com outros medicamentosNão há conhecimento de relatos de interacções entre a alfa amilase e outros produtos medicinais.Informe o seu médico ou farmacêutico se estiver a tomar ou tiver tomado recentemente outrosmedicamentos, incluindo medicamentos obtidos sem receita médica.Tomar Maxilase com alimentos ou bebidasAconselha-se a toma de","A contraindicação ao tomar Maxilase é se o paciente tiver alergia à substância ativa, alfa-amilase, ou a qualquer outro componente do medicamento. Além disso, pacientes com problemas hereditários raros de intolerância à frutose, malabsorção glucose-galactose ou insuficiência sucrase-isomaltase também não devem tomar este medicamento. É importante reavaliar a estratégia terapêutica caso ocorram sintomas como dores de garganta graves, dores de cabeça, náuseas, vômitos ou febre associada. Este medicamento também não deve ser utilizado por longos períodos de tempo sem aconselhamento médico.",0.0005765715890694754,0.2824601366742597
Para que serve Aldactazine?,"Não tome Aldactazine: se tem alergia à espironolactona, à altizida ou a qualquer outro componente destemedicamento (indicados na secção 6); se tem alergia a qualquer outro grupo de diuréticos (diuréticos tiazídicos) oumedicamentos utilizados no tratamento de infeções por bactérias (antibióticos dogrupo das sulfonamidas); se tem a função renal diminuída ou se não consegue urinar; se tem doença de Addison (deficiência hormonal caracterizada por fraquezaextrema, perda de peso e baixa pressão arterial); se tem os valores de potássio ou de cálcio no sangue elevados.Advertências e precauçõesFale com seu médico ou farmacêutico antes de tomar Aldactazine: se toma em simultâneo Aldactazine com certos medicamentos como diuréticospoupadores de potássio, medicamentos para controlar a pressão arterial [como osinibidores da enzima de conversão da angiotensina (IECAs)], trimetoprim outrimetoprim-sulfametoxazol, suplementos de potássio, substitutos do sal com grandequantidade de","Aldactazine é um medicamento utilizado para tratar condições como hipertensão arterial, edema (inchaço) e síndrome pré-menstrual. Ele é composto por espironolactona e altizida, que atuam como diuréticos, ajudando a eliminar o excesso de líquidos do corpo. É importante ressaltar que o uso desse medicamento deve ser feito apenas sob prescrição médica, pois possui contraindicações e pode causar efeitos colaterais.",0.0014534254377153513,0.17777777777777776
Quais são os efeitos negativos ao tomar Largactil?,"tratamento;Se é idoso: pode sofrer estes efeitos indesejáveis com maior frequência (ver secção 4). Sealgum destes efeitos ocorrer, consulte imediatamente o seu médico;Se é mulher e tem problemas de fertilidade (Dexcetoprofeno Elerdanite pode prejudicar afertilidade, pelo que não deve tomá-lo se está a planear ficar grávida ou a fazer testes defertilidade);Se sofrer de um distúrbio na formação do sangue e células do sangue;;Se tem lúpus eritematoso sistémico ou doença mista do tecido conjuntivo (alterações dosistema imunitário que afetam o tecido conjuntivo);Se sofreu no passado de doença inflamatória crónica do intestino (colite ulcerosa, doençade Crohn);Se sofre ou já sofreu de outras perturbações do estômago ou intestinais;Se está a tomar outros medicamentos que aumentem o risco de úlcera péptica ouhemorragia, como por exemplo esteroides orais, alguns antidepressivos (os do tipo ISRS,isto é, inibidores seletivos da recaptação da serotonina), os agentes que inibem acoagulação","Ao tomar Largactil, podem ocorrer alguns efeitos indesejáveis, especialmente em idosos, que podem ocorrer com maior frequência. Caso algum desses efeitos ocorra, é importante consultar imediatamente o médico. Além disso, é importante mencionar que o Largactil pode prejudicar a fertilidade em mulheres, portanto, se você está planejando engravidar ou realizar testes de fertilidade, não deve tomar este medicamento. Também é importante destacar que o Largactil pode causar distúrbios na formação do sangue e células do sangue, portanto, se você possui algum distúrbio nesse sentido, é necessário ter cautela ao utilizar este medicamento. Além disso, se você possui lúpus eritematoso sistêmico, doença mista do tecido conjuntivo, doença inflamatória crônica do intestino, ou outras perturbações do estômago ou intestinais, é importante informar o médico antes de iniciar o tratamento com Largactil. Por fim, se você está tomando outros medicamentos que aumentam o risco de úlcera péptica ou hemorragia, como esteroides orais, antidepressivos do tipo ISRS ou agentes que inibem a coagulação, é necessário ter cuidado ao utilizar o Largactil.",0.00033458297628876195,0.10419313850063532
Quando não devo tomar Victan?,"para outra condição ou numa dosediferente da que está escrita neste folheto informativo. Siga sempre as instruções doseu médico sobre como tomar o medicamento.Se não se sentir melhor ou se piorar após 14 dias, tem de consultar um médico.","Victan não deve ser tomado em caso de alergia a qualquer componente da fórmula, em casos de insuficiência respiratória grave, insuficiência hepática grave, síndrome de apneia do sono, miastenia gravis, glaucoma de ângulo fechado, intoxicação aguda por álcool ou medicamentos depressores do sistema nervoso central. Além disso, Victan não deve ser utilizado durante a gravidez e amamentação, a menos que seja estritamente necessário e sob orientação médica. É importante sempre seguir as instruções do médico e não utilizar Victan para outra condição ou em uma dose diferente da prescrita. Caso não haja melhora ou ocorra piora após 14 dias de uso, é necessário consultar um médico.",0.000262409267301122,0.11740473738414009
Quais são as precauções que devo tomar ao utilizar Aerinaze?,"branca, com a marcação “D12” na camada azul.Os comprimidos de Aerinaze são fornecidos em embalagens de 2, 4, 7, 10, 14 ou 20 comprimidos emblisters constituídos por películas laminadas com folha de cobertura.É possível que não sejam comercializadas todas as apresentações.","Ao utilizar Aerinaze, é importante tomar algumas precauções. É necessário evitar o consumo de álcool durante o tratamento, pois pode potencializar os efeitos sedativos do medicamento. Além disso, é recomendado evitar dirigir ou operar máquinas pesadas, pois o Aerinaze pode causar sonolência e diminuir a capacidade de concentração. É importante também informar o médico sobre qualquer outro medicamento que esteja utilizando, pois pode haver interações medicamentosas. Por fim, é fundamental seguir a posologia indicada pelo médico e não exceder a dose recomendada.",0.00032969450186769243,0.08695652173913043
Como posso guardar Acabel?,"comunicarefeitos secundários, estará a ajudar a fornecer mais informações sobre a segurança deste medicamento.                                                  o                                                nã","Acabel deve ser armazenado em local fresco e seco, protegido da luz e da umidade. É importante mantê-lo fora do alcance de crianças e animais de estimação.",0.0020092546225339274,0.12280701754385964
Quais são os efeitos colaterais de Cozaar?,"pode levar a colapso com perigode vida). Os indivíduos que manipulem rotineiramente as formulações em pó estãomais predispostos a desenvolver estas reações (ver secção 2).Se tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários nãoindicados neste folheto, fale com o seu médico ou farmacêutico.","Os possíveis efeitos colaterais de Cozaar podem incluir colapso com perigo de vida. Indivíduos que manipulam rotineiramente as formulações em pó estão mais predispostos a desenvolver essas reações. É importante consultar o médico ou farmacêutico caso ocorram quaisquer efeitos secundários, incluindo possíveis efeitos secundários não indicados neste folheto.",0.00034105811914474354,0.08656716417910447
Como devo tomar Blocan?,Blocan,"Blocan é um medicamento que deve ser tomado de acordo com a prescrição médica. A posologia recomendada pode variar de acordo com a condição de saúde do paciente e a gravidade do problema a ser tratado. É importante seguir as orientações do médico ou farmacêutico quanto à dose e frequência de administração. Caso tenha alguma dúvida, é sempre recomendado consultar um profissional de saúde.",0.0007471877590731998,0.15662650602409636
Quais são os pontos de atenção que devo tomar ao usar Fortzaar?,"Não tome Fortzaar se tem alergia ao losartan, à hidroclorotiazida ou a qualquer outro componente destemedicamento (indicados na secção 6), se tem alergia a outras substâncias derivadas das sulfonamidas (ex. outras tiazidas, algunsfármacos antibacterianos (como o cotrimoxazol, pergunte ao seu médico no caso de terdúvidas), se tem compromisso grave da função hepática, se tem níveis baixos de potássio, de sódio ou níveis elevados de cálcio que não podem sercorrigidos com tratamento, se sofre de gota, se tiver mais do que três meses de gravidez. (Também é preferível não tomar Fortzaar noinício da gravidez – Ver secção Gravidez), se tem compromisso grave da função renal ou se os seus rins não estão a produzir urina, se tem diabetes ou função renal diminuída e está a ser tratado com um medicamento quecontém aliscireno para diminuir a pressão arterial.Advertências e precauçõesFale com o seu médico, farmacêutico ou enfermeiro antes de tomar Fortzaar.Deve informar o seu","Ao usar Fortzaar, é importante prestar atenção aos seguintes pontos:

- Não tome Fortzaar se tiver alergia ao losartan, à hidroclorotiazida ou a qualquer outro componente do medicamento, ou se tiver alergia a outras substâncias derivadas das sulfonamidas.
- Não tome Fortzaar se tiver comprometimento grave da função hepática, níveis baixos de potássio, de sódio ou níveis elevados de cálcio que não possam ser corrigidos com tratamento, ou se sofrer de gota.
- Evite tomar Fortzaar no início da gravidez e se estiver grávida há mais de três meses.
- Não tome Fortzaar se tiver comprometimento grave da função renal ou se seus rins não estiverem produzindo urina.
- Se tiver diabetes ou função renal diminuída e estiver sendo tratado com um medicamento que contenha aliscireno para diminuir a pressão arterial, consulte seu médico antes de tomar Fortzaar.

É importante sempre conversar com seu médico, farmacêutico ou enfermeiro antes de iniciar o uso de Fortzaar.",0.00018630468990005233,0.15673141326188883
Quais são os efeitos desejáveis que posso ter ao tomar Lovastatina Azevedos?,"podem ser mais propensos a alguns dos efeitos mencionadosacima.Se tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários nãoindicados neste folheto, fale com o seu médico, farmacêutico ou enfermeiro.","Os efeitos desejáveis ao tomar Lovastatina Azevedos podem incluir a redução do colesterol ruim (LDL) e dos triglicerídeos, além do aumento do colesterol bom (HDL). No entanto, é importante ressaltar que cada pessoa pode ter uma resposta individual ao medicamento. É fundamental seguir as orientações do médico e relatar qualquer efeito indesejado que possa ocorrer durante o tratamento.",0.00027277843958835454,0.047058823529411764
Como funciona o Latuda?,Latuda,"O Latuda é um medicamento antipsicótico que atua no sistema nervoso central. Ele funciona bloqueando a ação de certos neurotransmissores, como a dopamina e a serotonina, que estão envolvidos na regulação do humor, pensamento e comportamento. Isso ajuda a reduzir os sintomas de transtornos psicóticos, como esquizofrenia e transtorno bipolar.",0.0010149653334812785,0.18779342723004694
Para que serve o Luveris?,"Não utilize Luveris    se tem alergia às gonadotropinas (tais como, hormona luteinizante, hormona folículo     estimulante ou gonadotropina coriónica humana) ou a qualquer outro componente deste     medicamento (indicados na secção 6).    se tem cancro do ovário, do útero ou da mama.    se já lhe foi diagnosticado um tumor cerebral.    se tem aumento do volume dos ovários ou bolsas de líquido dentro dos ovários (quisto ovárico)     de origem desconhecida.    se tem hemorragias vaginais de origem desconhecida.Não utilize Luveris se qualquer uma destas situações se aplicar a si. Se não tiver a certeza, fale com oseu médico ou farmacêutico antes de utilizar este medicamento.Advertências e precauçõesFale com o seu médico, farmacêutico ou enfermeiro antes de utilizar Luveris.A sua fertilidade e a do seu parceiro devem ser avaliadas antes de iniciar o tratamento.Recomenda-se que Luveris não seja utilizado se tiver alguma condição que normalmente torna umagravidez","O Luveris é utilizado no tratamento da infertilidade em mulheres que não ovulam ou que têm uma ovulação insuficiente. Ele contém gonadotropina coriônica humana, que estimula o desenvolvimento dos folículos ovarianos e a liberação dos óvulos. É importante ressaltar que o uso do Luveris deve ser feito apenas sob prescrição médica e acompanhamento especializado.",0.0011789452212402434,0.19791666666666666
Quais são os efeitos colaterais ao tomar Striverdi Respimat?,"doença, contribuindo paraminimizar os efeitos da doença no seu quotidiano.Para uma correta dosagem de Striverdi Respimat veja a secção 3. Como tomarStriverdi Respimat e as instruções de utilização no outro lado do folheto.","Os efeitos colaterais ao tomar Striverdi Respimat podem incluir dor de cabeça, tontura, tremores, boca seca, irritação na garganta, tosse, náuseas, dor nas costas e infecções respiratórias. É importante consultar um médico para obter mais informações sobre os possíveis efeitos colaterais e como lidar com eles.",0.0005280707216541961,0.10653753026634383
